epoch,loss_contrastive_divergence_epoch,loss_contrastive_divergence_step,loss_epoch,loss_regularization_epoch,loss_regularization_step,loss_step,lr-Adam,step
43,0.0010723421582952142,,0.0011473812628537416,7.503916276618838e-05,,,,351
,,,,,,,2.617919618631055e-05,352
44,0.00323990429751575,,0.0033020060509443283,6.210177525645122e-05,,,,359
,,,,,,,2.5393820300721232e-05,360
45,0.002920265309512615,,0.0029835051391273737,6.323980778688565e-05,,,,367
,,,,,,,2.4632005691699594e-05,368
46,0.0015768804587423801,,0.0016751998336985707,9.831949137151241e-05,,,,375
,,,,,,,2.3893045520948606e-05,376
47,0.0014924590941518545,,0.0015773409977555275,8.488194725941867e-05,,,,383
,,,,,,,2.3176254155320148e-05,384
48,0.0017675647977739573,,0.0018489569192752242,8.139247802319005e-05,,,,391
,,,,,,,2.248096653066054e-05,392
49,,0.005044714082032442,,,7.465225644409657e-05,0.005119366571307182,,399
49,0.0023240267764776945,,0.0023964508436620235,7.242387800943106e-05,,,,399
,,,,,,,2.1806537534740726e-05,400
50,0.001202158979140222,,0.0012722626561298966,7.010380795691162e-05,,,,407
,,,,,,,2.1152341408698503e-05,408
51,0.0016858838498592377,,0.0017639003926888108,7.801649917382747e-05,,,,415
,,,,,,,2.051777116643755e-05,416
52,0.002181201707571745,,0.002250364515930414,6.916293204994872e-05,,,,423
,,,,,,,1.9902238031444422e-05,424
53,0.0023931688629090786,,0.0024549919180572033,6.18229532847181e-05,,,,431
,,,,,,,1.930517089050109e-05,432
54,0.0008208428625948727,,0.0008950330084189773,7.419026951538399e-05,,,,439
,,,,,,,1.8726015763786056e-05,440
55,0.0007931225118227303,,0.0008773727458901703,8.425025589531288e-05,,,,447
,,,,,,,1.8164235290872473e-05,448
56,,0.003074039937928319,,,6.330540782073513e-05,0.003137345425784588,,449
56,0.0034695076756179333,,0.00352989649400115,6.038890569470823e-05,,,,455
,,,,,,,1.7619308232146297e-05,456
57,0.0018850573105737567,,0.00195394828915596,6.889086216688156e-05,,,,463
,,,,,,,1.709072898518191e-05,464
58,0.002041959436610341,,0.002105988096445799,6.40287107671611e-05,,,,471
,,,,,,,1.657800711562645e-05,472
59,0.001594180939719081,,0.001663897535763681,6.971652328502387e-05,,,,479
,,,,,,,1.6080666902157655e-05,480
60,0.0028434046544134617,,0.0028916141018271446,4.8209200031124055e-05,,,,487
,,,,,,,1.5598246895092924e-05,488
61,0.002129200380295515,,0.002197972731664777,6.877231498947367e-05,,,,495
,,,,,,,1.5130299488240135e-05,496
62,,-0.004566693212836981,,,0.00015608214016538113,-0.0044106109999120235,,499
62,0.0010311396326869726,,0.0011074264766648412,7.628690218552947e-05,,,,503
,,,,,,,1.467639050359293e-05,504
63,0.0022992065642029047,,0.002357025630772114,5.781919026048854e-05,,,,511
,,,,,,,1.4236098788485143e-05,512
64,0.0028271800838410854,,0.002873062388971448,4.588230876834132e-05,,,,519
,,,,,,,1.3809015824830588e-05,520
65,0.0033508033957332373,,0.0033916737884283066,4.0870265365811065e-05,,,,527
,,,,,,,1.339474535008567e-05,528
66,0.0010632147314026952,,0.0011311520356684923,6.793729698983952e-05,,,,535
,,,,,,,1.29929029895831e-05,536
67,0.002018720144405961,,0.0020869364961981773,6.821638817200437e-05,,,,543
,,,,,,,1.2603115899895607e-05,544
68,,0.003923408687114716,,,2.7385016437619925e-05,0.003950793761759996,,549
68,0.0026372745633125305,,0.0026855699252337217,4.829536919714883e-05,,,,551
,,,,,,,1.2225022422898738e-05,552
69,0.002451531356200576,,0.0024976155254989862,4.608426752383821e-05,,,,559
,,,,,,,1.1858271750211776e-05,560
70,0.00255803600884974,,0.00261643691919744,5.8400801208335906e-05,,,,567
,,,,,,,1.1502523597705423e-05,568
71,0.0010175403440371156,,0.0010869491379708052,6.940877210581675e-05,,,,575
,,,,,,,1.115744788977426e-05,576
72,0.0015938922297209501,,0.0016540916403755546,6.0199487052159384e-05,,,,583
,,,,,,,1.0822724453081032e-05,584
73,0.0028494414873421192,,0.002898464910686016,4.902347063762136e-05,,,,591
,,,,,,,1.04980427194886e-05,592
74,,0.0022970112040638924,,,6.856577965663746e-05,0.002365577034652233,,599
74,0.0005844095721840858,,0.0006540001486428082,6.959060556255281e-05,,,,599
,,,,,,,1.0183101437903942e-05,600
75,0.001850619912147522,,0.0019030673429369926,5.244736166787334e-05,,,,607
,,,,,,,9.877608394766824e-06,608
76,0.002177330432459712,,0.0022309839259833097,5.3653533541364595e-05,,,,615
,,,,,,,9.58128014292382e-06,616
77,0.001466469606384635,,0.001527501386590302,6.103170017013326e-05,,,,623
,,,,,,,9.293841738636104e-06,624
78,0.0021034562960267067,,0.002157784067094326,5.432772741187364e-05,,,,631
,,,,,,,9.01502648647702e-06,632
79,0.0014802329242229462,,0.0015319810481742024,5.1748022087849677e-05,,,,639
,,,,,,,8.74457569188271e-06,640
80,0.0024697259068489075,,0.002524096518754959,5.43707974429708e-05,,,,647
,,,,,,,8.482238421126228e-06,648
81,,0.004526262637227774,,,4.144663762417622e-05,0.004567709285765886,,649
81,0.002192895393818617,,0.0022473246790468693,5.442919791676104e-05,,,,655
,,,,,,,8.227771268492441e-06,656
82,0.0014216433046385646,,0.0014739232137799263,5.2279883675510064e-05,,,,663
,,,,,,,7.980938130437667e-06,664
83,0.00029456146876327693,,0.00035781142651103437,6.324996502371505e-05,,,,671
,,,,,,,7.741509986524537e-06,672
84,0.003078855574131012,,0.0031258254311978817,4.6969795221230015e-05,,,,679
,,,,,,,7.509264686928801e-06,680
85,0.0019966689869761467,,0.002048678696155548,5.20095563842915e-05,,,,687
,,,,,,,7.283986746320937e-06,688
86,0.002193328458815813,,0.0022377779241651297,4.444979640538804e-05,,,,695
,,,,,,,7.065467143931308e-06,696
87,,0.0018278989009559155,,,5.213061740505509e-05,0.001880029565654695,,699
87,0.001564288162626326,,0.0016228933818638325,5.860519377165474e-05,,,,703
,,,,,,,6.853503129613368e-06,704
88,0.0016034292057156563,,0.0016497204778715968,4.629128670785576e-05,,,,711
,,,,,,,6.647898035724967e-06,712
89,0.0019470808329060674,,0.0019959218334406614,4.884106601821259e-05,,,,719
,,,,,,,6.448461094653218e-06,720
90,0.0011930263135582209,,0.0012564188800752163,6.33925519650802e-05,,,,727
,,,,,,,6.255007261813621e-06,728
91,0.0010446637170389295,,0.0010998890502378345,5.5225289543159306e-05,,,,735
,,,,,,,6.067357043959212e-06,736
92,0.001923484611324966,,0.0019837177824229,6.0233021940803155e-05,,,,743
,,,,,,,5.885336332640436e-06,744
93,,0.002288738265633583,,,4.390275717014447e-05,0.0023326410446316004,,749
93,0.0026575832162052393,,0.002708430401980877,5.0847225793404505e-05,,,,751
,,,,,,,5.708776242661223e-06,752
94,0.0023287958465516567,,0.002383194398134947,5.4398333304561675e-05,,,,759
,,,,,,,5.537512955381386e-06,760
95,0.0020446954295039177,,0.0020944613497704268,4.97662513225805e-05,,,,767
,,,,,,,5.371387566719945e-06,768
96,0.001226439606398344,,0.0012802623677998781,5.3822706831851974e-05,,,,775
,,,,,,,5.210245939718346e-06,776
97,0.0020306319929659367,,0.0020868307910859585,5.619897638098337e-05,,,,783
,,,,,,,5.053938561526796e-06,784
98,0.0011372410226613283,,0.0011874419869855046,5.0200858822790906e-05,,,,791
,,,,,,,4.902320404680992e-06,792
99,,0.0037367381155490875,,,7.168151933001354e-05,0.0038084196858108044,,799
99,0.0021678253542631865,,0.0022167633287608624,4.893786535831168e-05,,,,799
